FAMILY,genus.species,FLOWER_SPECIES,DATE
Megachilidae,Osmia.nigrifrons,Hedysarum sulphurescens,25-Jul-14
Apidae,Bombus.appositus,Hedysarum sulphurescens,25-Jul-14
Apidae,Bombus.mixtus,Aquilegia flavescens,22-Jul-14
Megachilidae,Osmia.tristella,Linnaea borealis,22-Jul-14
Megachilidae,Osmia.tristella,Geranium viscosissimum,22-Jul-14
Apidae,Bombus.occidentalis,Rubus parviflorus,28-Jul-14
Apidae,Bombus.mixtus,Spiraea betulifolia,28-Jul-14
Apidae,Bombus.bifarius,Centaurea stoebe,28-Jul-14
Apidae,Bombus.bifarius,Centaurea stoebe,28-Jul-14
Apidae,Bombus.bifarius,Lactuca tatarica,28-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,28-Jul-14
Halictidae,Lasioglossum.semicaeruleum,Erigeron caespitosus,28-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,28-Jul-14
Colletidae,Colletes.fulgidus,Solidago missouriensis,28-Jul-14
Colletidae,Colletes.fulgidus,Solidago missouriensis,28-Jul-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,28-Jul-14
Colletidae,Colletes.fulgidus,Solidago missouriensis,28-Jul-14
Megachilidae,Ashmeadiella.bucconis,Centaurea stoebe,28-Jul-14
Colletidae,Colletes.phaceliae,Solidago missouriensis,28-Jul-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,28-Jul-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,28-Jul-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,28-Jul-14
Megachilidae,Dianthidium.ulkei,Heterotheca villosa,28-Jul-14
Megachilidae,Anthidium.utahense,Centaurea stoebe,28-Jul-14
Megachilidae,Anthidium.clypeodentatum,Melilotus officinalis,28-Jul-14
Megachilidae,Anthidium.clypeodentatum,Melilotus officinalis,28-Jul-14
Megachilidae,Heriades.cressoni,Grindelia nana,28-Jul-14
Colletidae,Hylaeus.mesillae.rudbeckiae,Solidago missouriensis,28-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,28-Jul-14
Megachilidae,Ashmeadiella.cactorum,Allium cernuum,28-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,28-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,28-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,28-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,28-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,28-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,28-Jul-14
Halictidae,Dufourea.maura,Campanula rotundifolia,28-Jul-14
Megachilidae,Megachile.gemula,Apocynum androsaemifolium,28-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,28-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,28-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,28-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,28-Jul-14
Megachilidae,Megachile.angelarum,Campanula rotundifolia,28-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,28-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,28-Jul-14
Apidae,Bombus.flavifrons,Linaria dalmatica,28-Jul-14
Apidae,Anthophora.terminalis,Apocynum androsaemifolium,28-Jul-14
Apidae,Anthophora.terminalis,Apocynum androsaemifolium,28-Jul-14
Apidae,Anthophora.urbana,Apocynum androsaemifolium,28-Jul-14
Megachilidae,Megachile.frigida,Apocynum androsaemifolium,28-Jul-14
Halictidae,Lasioglossum.aff.nevadense,Allium cernuum,28-Jul-14
Megachilidae,Heriades.carinatus,Allium cernuum,28-Jul-14
Megachilidae,Anthidium.clypeodentatum,Melilotus officinalis,28-Jul-14
Megachilidae,Megachile.brevis,Melilotus officinalis,28-Jul-14
Apidae,Melissodes.microsticta,Centaurea stoebe,28-Jul-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,28-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,28-Jul-14
Megachilidae,Hoplitis.grinnelli,Erigeron caespitosus,28-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,28-Jul-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,28-Jul-14
Apidae,Ceratina.neomexicana,Symphyotrichum ascendens,28-Jul-14
Megachilidae,Osmia.pusilla,Cirsium arvense,28-Jul-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,28-Jul-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,28-Jul-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,28-Jul-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,28-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Centaurea stoebe,28-Jul-14
Apidae,Apis.mellifera,Centaurea stoebe,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Apis.mellifera,Heterotheca villosa,28-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,28-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,29-Jul-14
Apidae,Bombus.centralis,Lupinus sericeus,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,29-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,29-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.mixtus,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,29-Jul-14
Apidae,Bombus.appositus,Campanula rotundifolia,29-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,29-Jul-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.flavifrons,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.appositus,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,29-Jul-14
Megachilidae,Osmia.aff.paradisica,Trifolium repens,29-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,29-Jul-14
Megachilidae,Megachile.melanophaea,Campanula rotundifolia,29-Jul-14
Megachilidae,Megachile.melanophaea,Campanula rotundifolia,29-Jul-14
Megachilidae,Osmia.tristella,Geranium viscosissimum,29-Jul-14
Megachilidae,Megachile.frigida,Chamerion angustifolium,29-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,29-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,29-Jul-14
Megachilidae,Osmia.tristella,Trifolium repens,29-Jul-14
Megachilidae,Osmia.pentstemonis,Chamerion angustifolium,29-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,29-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,29-Jul-14
Colletidae,Hylaeus.modestus,Spiraea betulifolia,29-Jul-14
Andrenidae,Andrena.thaspii,Spiraea betulifolia,29-Jul-14
Andrenidae,Andrena.miranda,Chamerion angustifolium,29-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,29-Jul-14
Megachilidae,Megachile.perihirta,Chamerion angustifolium,29-Jul-14
Megachilidae,Megachile.relativa,Chamerion angustifolium,29-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,29-Jul-14
Megachilidae,Hoplitis.truncata,Melilotus officinalis,29-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,29-Jul-14
Apidae,Apis.mellifera,Erigeron caespitosus,29-Jul-14
Apidae,Apis.mellifera,Erigeron caespitosus,29-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,29-Jul-14
Apidae,Bombus.occidentalis,Spiraea betulifolia,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,29-Jul-14
Apidae,Bombus.occidentalis,Spiraea betulifolia,29-Jul-14
Apidae,Bombus.bifarius,Centaurea stoebe,29-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,30-Jul-14
Apidae,Bombus.rufocinctus,Melilotus officinalis,30-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,30-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,30-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,30-Jul-14
Apidae,Bombus.bifarius,Linaria dalmatica,30-Jul-14
Apidae,Bombus.cent.flavi,Carduus nutans,30-Jul-14
Apidae,Bombus.centralis,Carduus nutans,30-Jul-14
Megachilidae,Ashmeadiella.bucconis,Heterotheca villosa,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Dianthidium.ulkei,Solidago missouriensis,30-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,30-Jul-14
Colletidae,Hylaeus.mesillae.rudbeckiae,Solidago missouriensis,30-Jul-14
Megachilidae,Osmia.trevoris,Melilotus officinalis,30-Jul-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,30-Jul-14
Megachilidae,Ashmeadiella.bucconis,Heterotheca villosa,30-Jul-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,30-Jul-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,30-Jul-14
Megachilidae,Heriades.cressoni,Cirsium arvense,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Colletidae,Hylaeus.wootoni,Melilotus officinalis,30-Jul-14
Megachilidae,Osmia.trevoris,Melilotus officinalis,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Colletidae,Hylaeus.wootoni,Erigeron caespitosus,30-Jul-14
Colletidae,Colletes.kincaidii,Allium cernuum,30-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,30-Jul-14
Megachilidae,Osmia.juxta,Allium cernuum,30-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,30-Jul-14
Megachilidae,Heriades.carinatus,Allium cernuum,30-Jul-14
Megachilidae,Heriades.cressoni,Symphyotrichum laeve,30-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Carduus nutans,30-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,30-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,30-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,30-Jul-14
Megachilidae,Megachile.pugnata,Centaurea stoebe,30-Jul-14
Megachilidae,Coelioxys.porterae,Centaurea stoebe,30-Jul-14
Megachilidae,Anthidium.mormonum,Allium cernuum,30-Jul-14
Megachilidae,Ashmeadiella.californica,Heterotheca villosa,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Megachile.pugnata,Gaillardia aristata,30-Jul-14
Apidae,Melissodes.microsticta,Carduus nutans,30-Jul-14
Apidae,Anthophora.terminalis,Linaria dalmatica,30-Jul-14
Apidae,Melissodes.microsticta,Solidago missouriensis,30-Jul-14
Megachilidae,Osmia.albolateralis,Cirsium undulatum,30-Jul-14
Megachilidae,Osmia.trevoris,Melilotus officinalis,30-Jul-14
Megachilidae,Megachile.angelarum,Campanula rotundifolia,30-Jul-14
Megachilidae,Dianthidium.ulkei,Cirsium arvense,30-Jul-14
Megachilidae,Ashmeadiella.cactorum,Symphyotrichum ascendens,30-Jul-14
Megachilidae,Megachile.pugnata,Gaillardia aristata,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,30-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Allium cernuum,30-Jul-14
Megachilidae,Megachile.frigida,Linaria dalmatica,30-Jul-14
Andrenidae,Andrena.surda,Sisymbrium loeselii,30-Jul-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,30-Jul-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,30-Jul-14
Colletidae,Hylaeus.wootoni,Cirsium arvense,30-Jul-14
Halictidae,Lasioglossum.hyalinum,Allium cernuum,30-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Colletidae,Hylaeus.wootoni,Achillea millefolium,30-Jul-14
Colletidae,Hylaeus.wootoni,Cirsium arvense,30-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,30-Jul-14
Megachilidae,Osmia.trevoris,Melilotus officinalis,30-Jul-14
Megachilidae,Heriades.cressoni,Melilotus officinalis,30-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,30-Jul-14
Megachilidae,Osmia.pentstemonis,Melilotus officinalis,30-Jul-14
Megachilidae,Megachile.brevis,Gaillardia aristata,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Bombus.rufocinctus,Melilotus officinalis,30-Jul-14
Apidae,Bombus.rufocinctus,Melilotus officinalis,30-Jul-14
Apidae,Bombus.rufocinctus,Melilotus officinalis,30-Jul-14
Apidae,Bombus.rufocinctus,Carduus nutans,30-Jul-14
Apidae,Bombus.rufocinctus,Carduus nutans,30-Jul-14
Apidae,Bombus.rufocinctus,Carduus nutans,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Bombus.rufocinctus,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Carduus nutans,30-Jul-14
Apidae,Apis.mellifera,Carduus nutans,30-Jul-14
Apidae,Apis.mellifera,Carduus nutans,30-Jul-14
Apidae,Apis.mellifera,Carduus nutans,30-Jul-14
Apidae,Apis.mellifera,Carduus nutans,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Apis.mellifera,Cirsium arvense,30-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,30-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,31-Jul-14
Apidae,Bombus.appositus,Hedysarum sulphurescens,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,31-Jul-14
Apidae,Bombus.appositus,Spiraea betulifolia,31-Jul-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,31-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,31-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.flavifrons,Spiraea betulifolia,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Cirsium arvense,31-Jul-14
Apidae,Bombus.bifarius,Centaurea stoebe,31-Jul-14
Apidae,Bombus.centralis,Allium cernuum,31-Jul-14
Megachilidae,Osmia.albolateralis,Trifolium repens,31-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Spiraea betulifolia,31-Jul-14
Megachilidae,Megachile.frigida,Chamerion angustifolium,31-Jul-14
Megachilidae,Osmia.proxima,Chamerion angustifolium,31-Jul-14
Halictidae,Lasioglossum.nigroviride,Chamerion angustifolium,31-Jul-14
Megachilidae,Megachile.frigida,Campanula rotundifolia,31-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,31-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,31-Jul-14
Andrenidae,Andrena.thaspii,Spiraea betulifolia,31-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,31-Jul-14
Colletidae,Colletes.fulgidus,Anaphalis margaritacea,31-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,31-Jul-14
Megachilidae,Megachile.lapponica,Eurybia conspicua,31-Jul-14
Colletidae,Hylaeus.basalis,Anaphalis margaritacea,31-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,31-Jul-14
Colletidae,Colletes.hyalinus.hyalinus,Anaphalis margaritacea,31-Jul-14
Colletidae,Hylaeus.modestus,Chamerion angustifolium,31-Jul-14
Colletidae,Hylaeus.basalis,Chamerion angustifolium,31-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,31-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,31-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,31-Jul-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,31-Jul-14
Megachilidae,Heriades.cressoni,Symphyotrichum laeve,31-Jul-14
Megachilidae,Heriades.cressoni,Symphyotrichum laeve,31-Jul-14
Megachilidae,Heriades.cressoni,Melilotus officinalis,31-Jul-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,31-Jul-14
Apidae,Melissodes.microsticta,Centaurea stoebe,31-Jul-14
Megachilidae,Dianthidium.ulkei,Centaurea stoebe,31-Jul-14
Colletidae,Hylaeus.wootoni,Erigeron caespitosus,31-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,31-Jul-14
Colletidae,Colletes.fulgidus,Erigeron caespitosus,31-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,31-Jul-14
Megachilidae,Anthidium.clypeodentatum,Melilotus officinalis,31-Jul-14
Megachilidae,Osmia.aff.albolateralis,Melilotus officinalis,31-Jul-14
Colletidae,Colletes.phaceliae,Solidago missouriensis,31-Jul-14
Megachilidae,Ashmeadiella.bucconis,Lactuca tatarica,31-Jul-14
Megachilidae,Osmia.nr.proxima,Melilotus officinalis,31-Jul-14
Megachilidae,Osmia.albolateralis,Centaurea stoebe,31-Jul-14
Megachilidae,Heriades.cressoni,Tragopogon dubius,31-Jul-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,31-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,31-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,31-Jul-14
Megachilidae,Megachile.relativa,Allium cernuum,31-Jul-14
Megachilidae,Heriades.variolosa,Erigeron caespitosus,31-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,31-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,31-Jul-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,31-Jul-14
Colletidae,Hylaeus.mesillae.rudbeckiae,Apocynum androsaemifolium,31-Jul-14
Megachilidae,Megachile.pugnata,Apocynum androsaemifolium,31-Jul-14
Halictidae,Halictus.tripartitus,Centaurea stoebe,31-Jul-14
Halictidae,Halictus.tripartitus,Melilotus officinalis,31-Jul-14
Colletidae,Hylaeus.mesillae.rudbeckiae,Solidago missouriensis,31-Jul-14
Megachilidae,Osmia.trevoris,Cirsium arvense,31-Jul-14
Apidae,Ceratina.nanula,Erigeron caespitosus,31-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,31-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Carduus nutans,31-Jul-14
Apidae,Apis.mellifera,Centaurea stoebe,31-Jul-14
Apidae,Apis.mellifera,Centaurea stoebe,31-Jul-14
Apidae,Apis.mellifera,Centaurea stoebe,31-Jul-14
Apidae,Apis.mellifera,Centaurea stoebe,31-Jul-14
Apidae,Apis.mellifera,Centaurea stoebe,31-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,31-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,31-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,31-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,31-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,31-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,31-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,31-Jul-14
Apidae,Apis.mellifera,Centaurea stoebe,31-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,31-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,31-Jul-14
Apidae,Apis.mellifera,Centaurea stoebe,31-Jul-14
Apidae,Apis.mellifera,Linaria dalmatica,31-Jul-14
Apidae,Apis.mellifera,Linaria dalmatica,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,31-Jul-14
Apidae,Apis.mellifera,Chamerion angustifolium,31-Jul-14
Apidae,Apis.mellifera,Chamerion angustifolium,31-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,3-Aug-14
